species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	DEPTOR	Adipocytes	DEP.6|FLJ12428|DEPDC6	0.012	DEP domain containing MTOR interacting protein	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.125	0.00282575	0.0139308
Mm Hs	CYTH3	Adipocytes	GRP1|ARNO3|cytohesin-3|PSCD3	0.01	cytohesin 3	protein-coding gene	NA	Mesoderm	Connective tissue	0.0	0.0	0.00627944	0.0112345
None	TUSC5	Adipocytes	NA	0.005	NA	NA	1	Mesoderm	Connective tissue	0.0	0.0	0.0	0.0
Mm Hs	FMO1	Adipocytes	NA	0.012	flavin containing monooxygenase 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.375	0.000313972	0.0140592
Mm Hs	ACADSB	Adipocytes	SBCAD|ACAD7	0.01	acyl-CoA dehydrogenase short/branched chain	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.125	0.00188383	0.0122617
Mm Hs	XDH	Adipocytes	XOR|XO	0.011	xanthine dehydrogenase	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00502355	0.0
Mm Hs	RSPO3	Adipocytes	FLJ14440|THSD2	0.009	R-spondin 3	protein-coding gene	NA	Mesoderm	Connective tissue	0.0	0.0	0.010675	0.0
Mm Hs	PTGES	Adipocytes	MGST-IV|PIG12|MGST1-L1|TP53I12|MGST1L1	0.013	prostaglandin E synthase	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0043956	0.0134814
Mm Hs	CREB3L1	Adipocytes	OASIS	0.015	cAMP responsive element binding protein 3 like 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00973312	0.0167555
Mm Hs	ANGPTL2	Adipocytes	NA	0.013	angiopoietin like 2	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00596546	0.0148938
Mm Hs	ADAM12	Adipocytes	MCMPMltna|MLTN	0.007	ADAM metallopeptidase domain 12	protein-coding gene	NA	Mesoderm	Connective tissue	0.0	0.125	0.00627944	0.00757527
Mm	ADH1	Adipocytes	NA	0.017	alcohol dehydrogenase 1 (class I)	protein coding gene	1	Mesoderm	Connective tissue	0.0	0.25	0.0	0.0216345
Mm Hs	LBP	Adipocytes	BPIFD2	0.017	lipopolysaccharide binding protein	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.25	0.00156986	0.0197727
Mm Hs	NMB	Adipocytes	MGC2277|MGC3936|MGC17211	0.013	neuromedin B	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0257457	0.00796045
Mm Hs	RARRES2	Adipocytes	TIG2|HP10433	0.03	retinoic acid receptor responder 2	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0788069	0.0
Mm Hs	FST	Adipocytes	NA	0.02	follistatin	protein-coding gene	NA	Mesoderm	Connective tissue	0.285714	0.25	0.0351648	0.0152147
Mm Hs	EGFR	Adipocytes	ERBB1|ERBB	0.014	epidermal growth factor receptor	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.022292	0.0127752
Mm Hs	CPXM1	Adipocytes	CPX-1|CPX1|CPXM	0.018	carboxypeptidase X, M14 family member 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0273155	0.0163703
Mm Hs	C3	Adipocytes	CPAMD1|ARMD9|C3a|C3b	0.037	complement C3	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.125	0.0389325	0.0376196
Mm Hs	ADAMTS5	Adipocytes	ADMP-2|ADAMTS11	0.016	ADAM metallopeptidase with thrombospondin type 1 motif 5	protein-coding gene	1	Mesoderm	Connective tissue	0.142857	0.125	0.0141287	0.0167555
Hs	MT2A	Adipocytes	MT2	0.061	metallothionein 2A	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.326217	0.0
Mm Hs	TIMP1	Adipocytes	TIMP|CLGI	0.097	TIMP metallopeptidase inhibitor 1	protein-coding gene	NA	Mesoderm	Connective tissue	1.0	0.0	0.408477	0.0
Mm Hs	METRN	Adipocytes	MGC2601|C16orf23	0.015	meteorin, glial cell differentiation regulator	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.0533752	0.00044938
Mm Hs	METRNL	Adipocytes	NA	0.037	meteorin like, glial cell differentiation regulator	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.0147567	0.0424344
Mm Hs	MYO1C	Adipocytes	myr2	0.026	myosin IC	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.125	0.033595	0.0223406
Mm Hs	NQO1	Adipocytes	DHQU|QR1|NMOR1|DIA4	0.024	NAD(P)H quinone dehydrogenase 1	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.0728414	0.00802465
Mm Hs	SYAP1	Adipocytes	FLJ14495|PRO3113	0.051	synapse associated protein 1	protein-coding gene	NA	Mesoderm	Connective tissue	1.0	0.0	0.109262	0.0
Mm Hs	CRNDE	Adipocytes	LOC643911|LINC00180|CRNDEP	0.027	colorectal neoplasia differentially expressed	other	NA	Mesoderm	Connective tissue	1.0	0.0	0.109262	0.00192592
Mm Hs	AQP5	Adipocytes	NA	0.018	aquaporin 5	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0420722	0.013995
Mm Hs	TSPO	Adipocytes	PBR|MBR|PKBS|mDRC|DBI|pk18|BZRP	0.283	translocator protein	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.340345	0.0
Mm Hs	AZGP1	Adipocytes	ZA2G|ZAG	0.008	alpha-2-glycoprotein 1, zinc-binding	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0376766	0.00199011
Mm Hs	LRP1	Adipocytes	CD91|LRP1A|APOER|A2MR|IGFBP3R1	0.071	LDL receptor related protein 1	protein-coding gene	1	Mesoderm	Connective tissue	0.714286	0.375	0.0339089	0.0772292
Mm Hs	PDE3B	Adipocytes	HcGIP1	0.01	phosphodiesterase 3B	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.125	0.0188383	0.0092444
Mm Hs	LGALS12	Adipocytes	NA	0.0	galectin 12	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0	0.000385183
Mm Hs	SERPINF1	Adipocytes	EPC-1|PIG35|PEDF	0.057	serpin family F member 1	protein-coding gene	1	Mesoderm	Connective tissue	0.142857	0.0	0.105808	0.0
Mm Hs	CPT1B	Adipocytes	M-CPT1|CPT1-M	0.001	carnitine palmitoyltransferase 1B	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00533752	0.0
Mm Hs	ELOVL3	Adipocytes	CIG-30	0.001	ELOVL fatty acid elongase 3	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0	0.000770367
Mm Hs	PPARGC1A	Adipocytes	PGC1|PGC1A|PGC-1alpha|PPARGC1	0.01	PPARG coactivator 1 alpha	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00408163	0.0118765
Mm Hs	MPZL1	Adipocytes	PZR|FLJ21047	0.097	myelin protein zero like 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.25	0.0505495	0.107209
Mm Hs	CITED1	Adipocytes	MSG1	0.023	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0160126	0.0245875
Mm Hs	DPT	Adipocytes	NA	0.021	dermatopontin	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00596546	0.0243307
Mm Hs	HOXC9	Adipocytes	HOX3B	0.007	homeobox C9	protein-coding gene	1	Mesoderm	Connective tissue	0.714286	0.0	0.0144427	0.00494319
Hs	ZNF423	Adipocytes	KIAA0760|hOAZ|Ebfaz|Zfp104|NPHP14|JBTS19	0.004	zinc finger protein 423	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0238619	0.0
Mm Hs	ESM1	Adipocytes	NA	0.006	endothelial cell specific molecule 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.25	0.0122449	0.00475059
Mm Hs	TH	Adrenergic neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0018797	0.0
Mm Hs	DDC	Adrenergic neurons	AADC	0.014	dopa decarboxylase	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.00469925	0.0165554
Mm Hs	DBH	Adrenergic neurons	DBM	0.001	dopamine beta-hydroxylase	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.0	0.000770021
Mm Hs	PNMT	Adrenergic neurons	PENT	0.0	phenylethanolamine N-methyltransferase	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00093985	0.000320842
Mm Hs	SLC18A2	Adrenergic neurons	SVMT|SVAT|VMAT2	0.006	solute carrier family 18 member A2	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00125313	0.0
Mm Hs	NPFF	Adrenergic neurons	FMRFAL	0.0	neuropeptide FF-amide peptide precursor	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.0
Mm Hs	SLC12A7	Adrenergic neurons	KCC4|DKFZP434F076	0.006	solute carrier family 12 member 7	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00281955	0.0
Mm Hs	SYT1	Adrenergic neurons	SVP65	0.093	synaptotagmin 1	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.02099	0.0
Mm Hs	AQP1	Airway epithelial cells	CHIP28|CO	0.037	aquaporin 1 (Colton blood group)	protein-coding gene	1	Endoderm	Lungs	0.0	0.0	0.0178571	0.0424767
Mm Hs	ADH7	Airway epithelial cells	ADH-4	0.006	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	protein-coding gene	1	Endoderm	Lungs	0.0	0.0	0.00438596	0.0062881
Mm Hs	CDH1	Airway epithelial cells	uvomorulin|CD324|UVO	0.056	cadherin 1	protein-coding gene	1	Endoderm	Lungs	0.0	0.0	0.0416667	0.0572345
Mm Hs	SEC14L3	Airway epithelial cells	TAP2	0.006	SEC14 like lipid binding 3	protein-coding gene	1	Endoderm	Lungs	0.0	0.0	0.0	0.0
Mm Hs	MUC5B	Airway goblet cells	MG1	0.002	mucin 5B, oligomeric mucus/gel-forming	protein-coding gene	1	Mesoderm	Lungs	0.0	0.25	0.0093985	0.000385183
Mm Hs	MUC16	Airway goblet cells	FLJ14303	0.001	mucin 16, cell surface associated	protein-coding gene	1	Mesoderm	Lungs	0.0	0.25	0.00219298	0.000834564
Mm Hs	LTF	Airway goblet cells	HLF2	0.016	lactotransferrin	protein-coding gene	NA	Mesoderm	Lungs	0.0	1.0	0.00626566	0.0178468
Mm Hs	SCGB3A1	Airway goblet cells	UGRP2|HIN-1|HIN1|LU105|PnSP-2	0.006	secretoglobin family 3A member 1	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.0115915	0.0
Mm	DCPP1	Airway goblet cells	NA	0.001	demilune cell and parotid protein 1	protein coding gene	NA	Mesoderm	Lungs	0.0	0.875	0.0	0.000641972
Mm Hs	DMBT1	Airway goblet cells	GP340|muclin|SALSA|Gp-340|hensin|vomeroglandin	0.01	deleted in malignant brain tumors 1	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.5	0.00281955	0.0107851
Mm	WFDC18	Airway goblet cells	NA	0.007	WAP four-disulfide core domain 18	protein coding gene	NA	Mesoderm	Lungs	NA	NA	NA	NA
Mm	DCPP3	Airway goblet cells	NA	0.001	demilune cell and parotid protein 3	protein coding gene	NA	Mesoderm	Lungs	0.0	1.0	0.0	0.000256789
Mm Hs	LIPF	Airway goblet cells	NA	0.001	lipase F, gastric type	protein-coding gene	NA	Mesoderm	Lungs	0.0	1.0	0.0	0.000320986
Mm	DCPP2	Airway goblet cells	NA	0.001	demilune cell and parotid protein 2	protein coding gene	NA	Mesoderm	Lungs	0.0	1.0	0.0	0.000385183
Mm Hs	MSLN	Airway goblet cells	MPF	0.004	mesothelin	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.5	0.00125313	0.00507158
Mm Hs	AGR2	Airway goblet cells	XAG-2|HAG-2|PDIA17	0.024	anterior gradient 2, protein disulphide isomerase family member	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.625	0.0733083	0.0121975
Mm Hs	GP2	Airway goblet cells	ZAP75	0.001	glycoprotein 2	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.5	0.000626566	0.000641972
Mm Hs	PIGR	Airway goblet cells	NA	0.031	polymeric immunoglobulin receptor	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.5	0.0441729	0.0288887
Mm Hs	TFF2	Airway goblet cells	SML1	0.002	trefoil factor 2	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.0	0.000313283	0.0
Mm Hs	AQP5	Airway goblet cells	NA	0.018	aquaporin 5	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.625	0.0419799	0.013674
Mm	CBR2	Airway goblet cells	NA	0.027	carbonyl reductase 2	protein coding gene	NA	Mesoderm	Lungs	0.0	0.625	0.0	0.0330616
Mm Hs	QSOX1	Airway goblet cells	QSCN6	0.029	quiescin sulfhydryl oxidase 1	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.375	0.0441729	0.0262567
Mm Hs	FXYD3	Airway goblet cells	MAT-8|PLML	0.043	FXYD domain containing ion transport regulator 3	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.625	0.12594	0.0238172
Mm Hs	SEC23B	Airway goblet cells	CDA-II|CDAII|HEMPAS|CDAN2	0.02	Sec23 homolog B, coat complex II component	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.0	0.0238095	0.0
Mm Hs	CEACAM1	Airway goblet cells	BGP1|CD66a|BGP	0.024	carcinoembryonic antigen related cell adhesion molecule 1	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.25	0.0191103	0.0258073
Mm Hs	GOLPH3	Airway goblet cells	GPP34|GOPP1|MIDAS|Vps74	0.069	golgi phosphoprotein 3	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.375	0.0294486	0.0779996
Mm Hs	GGH	Airway goblet cells	NA	0.069	gamma-glutamyl hydrolase	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.375	0.108396	0.0568145
Mm Hs	GALNT5	Airway goblet cells	GalNAc-T5	0.001	polypeptide N-acetylgalactosaminyltransferase 5	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.00344612	0.000641972
Mm Hs	GALNT6	Airway goblet cells	GalNAc-T6	0.007	polypeptide N-acetylgalactosaminyltransferase 6	protein-coding gene	1	Mesoderm	Lungs	0.0	0.125	0.00093985	0.00815305
Mm Hs	MUC5AC	Airway goblet cells	NA	0.0	mucin 5AC, oligomeric mucus/gel-forming	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.000313283	0.000577775
Mm Hs	MUC4	Airway goblet cells	NA	0.005	mucin 4, cell surface associated	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.016604	0.00263209
Mm Hs	MUC20	Airway goblet cells	FLJ14408|KIAA1359	0.0	mucin 20, cell surface associated	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.0	0.000128394
Mm Hs	SPDEF	Airway goblet cells	PDEF|bA375E1.3	0.004	SAM pointed domain containing ETS transcription factor	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.00971178	0.0
Mm Hs	DUSP4	Airway goblet cells	HVH2|MKP-2|TYP	0.011	dual specificity phosphatase 4	protein-coding gene	1	Mesoderm	Lungs	0.0	0.0	0.0413534	0.00385183
Mm Hs	NOG	Airway smooth muscle cells	SYNS1	0.002	noggin	protein-coding gene	NA	Mesoderm	Smooth muscle	0.0	0.0	0.00501253	0.00121912
Mm Hs	ACTA2	Airway smooth muscle cells	ACTSA	0.035	actin, alpha 2, smooth muscle, aorta	protein-coding gene	NA	Mesoderm	Smooth muscle	0.0	0.0	0.0194236	0.0388835
Mm Hs	FOXF1	Airway smooth muscle cells	FREAC1|FKHL5	0.008	forkhead box F1	protein-coding gene	NA	Mesoderm	Smooth muscle	0.0	0.0	0.00845865	0.00814886
Mm Hs	GATA5	Airway smooth muscle cells	bB379O24.1|GATAS	0.002	GATA binding protein 5	protein-coding gene	NA	Mesoderm	Smooth muscle	0.0	0.0	0.00125313	0.00128329
Mm Hs	GCG	Alpha cells	GLP2|GRPP	0.024	glucagon	protein-coding gene	1	Endoderm	Pancreas	0.83871	0.75	0.0439734	0.0180766
Mm Hs	TTR	Alpha cells	HsT2651|CTS|PALB|CTS1	0.055	transthyretin	protein-coding gene	1	Endoderm	Pancreas	0.83871	0.0	0.065802	0.0
Mm Hs	GLP1R	Alpha cells	GLP-1R	0.0	glucagon like peptide 1 receptor	protein-coding gene	NA	Endoderm	Pancreas	0.0	0.0	0.0	0.000385976
Mm Hs	ARX	Alpha cells	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87	0.019	aristaless related homeobox	protein-coding gene	1	Endoderm	Pancreas	0.129032	0.35	0.000949067	0.0227726
Mm Hs	POU3F4	Alpha cells	BRN4|OTF9|DFNX2|DFN3	0.004	POU class 3 homeobox 4	protein-coding gene	NA	Endoderm	Pancreas	0.0	0.275	0.00221449	0.00379543
Mm Hs	NKX2-2	Alpha cells	NKX2.2|NKX2B	0.002	NK2 homeobox 2	protein-coding gene	NA	Endoderm	Pancreas	0.290323	0.075	0.00759253	0.000450306
Mm Hs	RESP18	Alpha cells	NA	0.062	regulated endocrine specific protein 18	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.0	0.0
Mm Hs	PYY	Alpha cells	PYY1	0.016	peptide YY	protein-coding gene	1	Endoderm	Pancreas	0.0	0.925	0.00126542	0.0179479
Mm Hs	PCSK2	Alpha cells	SPC2|NEC2	0.032	proprotein convertase subtilisin/kexin type 2	protein-coding gene	1	Endoderm	Pancreas	0.83871	0.85	0.0167668	0.0327436
Mm Hs	SLC38A5	Alpha cells	SN2|JM24	0.02	solute carrier family 38 member 5	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.023094	0.0
Mm Hs	TM4SF4	Alpha cells	il-TMP	0.017	transmembrane 4 L six family member 4	protein-coding gene	1	Endoderm	Pancreas	0.806452	0.0	0.0132869	0.0
Mm Hs	CRYBA2	Alpha cells	NA	0.009	crystallin beta A2	protein-coding gene	1	Endoderm	Pancreas	0.967742	0.975	0.0113888	0.00488903
Mm Hs	NKX6-1	Alpha cells	Nkx6.1|NKX6A	0.006	NK6 homeobox 1	protein-coding gene	1	Endoderm	Pancreas	0.0322581	0.3	0.0101234	0.00450306
Mm Hs	KCNK16	Alpha cells	K2p16.1|TALK-1|TALK1	0.007	potassium two pore domain channel subfamily K member 16	protein-coding gene	NA	Endoderm	Pancreas	0.225806	0.875	0.0056944	0.00443873
Mm Hs	PCSK1	Alpha cells	PC1|NEC1	0.008	proprotein convertase subtilisin/kexin type 1	protein-coding gene	NA	Endoderm	Pancreas	0.0645161	0.225	0.00885796	0.00791251
Mm Hs	PRRG2	Alpha cells	PRGP2	0.009	proline rich and Gla domain 2	protein-coding gene	NA	Endoderm	Pancreas	0.0645161	0.475	0.000316356	0.0100354
Mm Hs	IRX2	Alpha cells	NA	0.012	iroquois homeobox 2	protein-coding gene	1	Endoderm	Pancreas	0.0967742	0.275	0.00537805	0.0124799
Mm Hs	ALDH1A1	Alpha cells	RALDH1|PUMB1|ALDH1	0.039	aldehyde dehydrogenase 1 family member A1	protein-coding gene	1	Endoderm	Pancreas	0.903226	0.0	0.080038	0.0288196
Mm Hs	PEMT	Alpha cells	PEMPT|PEMT2	0.013	phosphatidylethanolamine N-methyltransferase	protein-coding gene	1	Endoderm	Pancreas	0.709677	0.0	0.0385954	0.00276616
Mm Hs	CHGA	Alpha cells	NA	0.057	chromogranin A	protein-coding gene	1	Endoderm	Pancreas	0.967742	1.0	0.0287884	0.0598263
4	DEPP1	Alpha cells	DEPP|Fseg|C10orf10	0.0	DEPP1, autophagy regulator	protein-coding gene	1	Endoderm	Pancreas	NA	NA	NA	NA
Mm Hs	SMIM24	Alpha cells	HSPC323|C19orf77	0.037	small integral membrane protein 24	protein-coding gene	1	Endoderm	Pancreas	0.741935	0.0	0.0281556	0.0
Mm Hs	F10	Alpha cells	NA	0.011	coagulation factor X	protein-coding gene	1	Endoderm	Pancreas	0.645161	0.0	0.00917431	0.00836282
Mm Hs	SCGN	Alpha cells	SECRET|DJ501N12.8|SEGN|CALBL	0.014	secretagogin, EF-hand calcium binding protein	protein-coding gene	1	Endoderm	Pancreas	0.83871	0.0	0.0218285	0.0
Mm Hs	SLC30A8	Alpha cells	ZnT-8	0.005	solute carrier family 30 member 8	protein-coding gene	1	Endoderm	Pancreas	0.677419	0.0	0.00885796	0.0
Mm Hs	SH3GL2	Alpha cells	SH3P4|SH3D2A|CNSA2|EEN-B1	0.025	SH3 domain containing GRB2 like 2, endophilin A1	protein-coding gene	1	Endoderm	Pancreas	0.0322581	0.0	0.00221449	0.0
Hs	SCGB2A1	Alpha cells	UGB3|LPHC|MGC71973|MGB2	0.003	secretoglobin family 2A member 1	protein-coding gene	1	Endoderm	Pancreas	0.806452	0.0	0.00980702	0.0
Mm Hs	FAP	Alpha cells	NA	0.006	fibroblast activation protein alpha	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.00253084	0.0065616
Mm Hs	DPP4	Alpha cells	CD26|ADCP2	0.02	dipeptidyl peptidase 4	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.0132869	0.0213574
Mm Hs	GPR119	Alpha cells	hGPCR2|GPCR2	0.0	G protein-coupled receptor 119	protein-coding gene	1	Endoderm	Pancreas	0.0	0.1	0.0	0.000128659
Mm Hs	MAFB	Alpha cells	KRML	0.053	MAF bZIP transcription factor B	protein-coding gene	1	Endoderm	Pancreas	0.709677	0.7	0.0528314	0.0512062
Mm Hs	PAX6	Alpha cells	D11S812E|AN2	0.049	paired box 6	protein-coding gene	1	Endoderm	Pancreas	0.258065	0.85	0.0120215	0.0569315
Mm Hs	NEUROD1	Alpha cells	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD	0.038	neuronal differentiation 1	protein-coding gene	1	Endoderm	Pancreas	0.806452	1.0	0.0155014	0.0405275
Mm Hs	LOXL4	Alpha cells	FLJ21889|LOXC	0.0	lysyl oxidase like 4	protein-coding gene	1	Endoderm	Pancreas	0.129032	0.0	0.0	0.000321647
Mm Hs	PLCE1	Alpha cells	KIAA1516|NPHS3	0.005	phospholipase C epsilon 1	protein-coding gene	1	Endoderm	Pancreas	0.0322581	0.0	0.00822525	0.00456739
Mm Hs	GC	Alpha cells	VDBP|hDBP	0.009	GC, vitamin D binding protein	protein-coding gene	1	Endoderm	Pancreas	0.774194	0.375	0.00664347	0.00694757
Mm Hs	KLHL41	Alpha cells	SARCOSIN|Krp1|KBTBD10	0.001	kelch like family member 41	protein-coding gene	1	Endoderm	Pancreas	0.0322581	0.0	0.000316356	0.000514635
Mm Hs	FEV	Alpha cells	Pet-1	0.003	FEV, ETS transcription factor	protein-coding gene	1	Endoderm	Pancreas	0.16129	0.475	0.00189813	0.00225153
Mm Hs	PTGER3	Alpha cells	EP3	0.001	prostaglandin E receptor 3	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.00126542	0.00128659
Mm Hs	RFX6	Alpha cells	MGC33442|dJ955L16.1|RFXDC1	0.001	regulatory factor X6	protein-coding gene	1	Endoderm	Pancreas	0.225806	0.0	0.00126542	0.0
Mm Hs	SMARCA1	Alpha cells	NURF140|SWI|hSNF2L|SNF2L1|SNF2L	0.015	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein-coding gene	1	Endoderm	Pancreas	0.0967742	0.0	0.0408099	0.0
Mm Hs	PGR	Alpha cells	NR3C3	0.003	progesterone receptor	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.00664347	0.00192988
Mm Hs	LDB2	Alpha cells	LDB1	0.019	LIM domain binding 2	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.0246757	0.0190415
Mm Hs	IRX1	Alpha cells	IRX-5	0.009	iroquois homeobox 1	protein-coding gene	1	Endoderm	Pancreas	0.0	0.125	0.0	0.01055
Mm Hs	UCP2	Alpha cells	SLC25A8|BMIQ4	0.013	uncoupling protein 2	protein-coding gene	1	Endoderm	Pancreas	0.16129	0.0	0.00347991	0.0
Mm Hs	FXYD5	Alpha cells	OIT2	0.213	FXYD domain containing ion transport regulator 5	protein-coding gene	1	Endoderm	Pancreas	0.741935	0.0	0.374881	0.173882
Mm Hs	RGS4	Alpha cells	SCZD9	0.052	regulator of G protein signaling 4	protein-coding gene	1	Endoderm	Pancreas	0.387097	0.0	0.0056944	0.0
Mm Hs	GLS	Alpha cells	KIAA0838|GLS1	0.061	glutaminase	protein-coding gene	1	Endoderm	Pancreas	0.0967742	0.25	0.0189813	0.0718559
Mm	CHIL3	Alveolar macrophages	NA	0.022	chitinase-like 3	protein coding gene	NA	Mesoderm	Lungs	0.0	0.913043	0.0	0.0208481
Mm Hs	PLET1	Alveolar macrophages	C11orf34	0.018	placenta expressed transcript 1	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.793478	0.0	0.01775
Mm Hs	IL1B	Alveolar macrophages	IL1F2|IL-1B|IL1-BETA	0.027	interleukin 1 beta	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.369565	0.0253759	0.025689
Mm	WFDC21	Alveolar macrophages	NA	0.02	WAP four-disulfide core domain 21	protein coding gene	NA	Mesoderm	Lungs	NA	NA	NA	NA
Mm	BGLAP3	Alveolar macrophages	NA	0.002	bone gamma-carboxyglutamate protein 3	protein coding gene	NA	Mesoderm	Lungs	0.0	0.0652174	0.0	0.00212999
Mm Hs	CCL3	Alveolar macrophages	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3	0.036	C-C motif chemokine ligand 3	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.217391	0.00783208	0.0415026
Mm Hs	G0S2	Alveolar macrophages	NA	0.04	G0/G1 switch 2	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.141304	0.0454261	0.0371781
Mm Hs	CXCL2	Alveolar macrophages	SCYB2|GROb|MIP-2a|MGSA-b|CINC-2a|GRO2	0.041	C-X-C motif chemokine ligand 2	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.619565	0.0567043	0.0346608
Mm Hs	MCEMP1	Alveolar macrophages	MGC132456|C19orf59	0.022	mast cell expressed membrane protein 1	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.826087	0.0018797	0.0212354
Mm Hs	KLHDC4	Alveolar macrophages	DKFZp434G0522	0.008	kelch domain containing 4	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.521739	0.0109649	0.00438908
Mm	BCL2A1D	Alveolar macrophages	NA	0.028	B cell leukemia/lymphoma 2 related protein A1d	protein coding gene	NA	Mesoderm	Lungs	0.0	0.75	0.0	0.0294326
Mm Hs	GDA	Alveolar macrophages	NA	0.039	guanine deaminase	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.673913	0.0018797	0.0440199
Mm Hs	CLEC7A	Alveolar macrophages	dectin-1|hDectin-1|CD369|SCARE2|CLECSF12	0.03	C-type lectin domain containing 7A	protein-coding gene	NA	Mesoderm	Lungs	0.0	0.934783	0.0466792	0.0196863
Mm	BCL2A1B	Alveolar macrophages	NA	0.043	B cell leukemia/lymphoma 2 related protein A1b	protein coding gene	NA	Mesoderm	Lungs	0.0	0.684783	0.0	0.0477635
